0 Branching ratio for CH2O      Total        2 branches
Lambda        Total        H/CHO            H2/CO
3046.27   4.55E-20  3.46E-20  1.09E-20
3047.27   4.20E-20  3.19E-20  1.01E-20
3048.27   3.30E-20  2.51E-20  7.90E-21
3049.27   3.25E-20  2.47E-20  7.81E-21
3050.27   4.39E-20  3.34E-20  1.05E-20
3051.27   4.60E-20  3.50E-20  1.11E-20
3052.27   6.64E-20  5.04E-20  1.60E-20
3053.27   5.38E-20  4.09E-20  1.30E-20
3054.27   5.76E-20  4.37E-20  1.39E-20
3055.27   5.01E-20  3.80E-20  1.21E-20
3056.27   4.84E-20  3.67E-20  1.17E-20
3057.27   5.76E-20  4.37E-20  1.39E-20
3058.27   4.91E-20  3.72E-20  1.19E-20
3059.27   4.64E-20  3.52E-20  1.12E-20
3060.27   4.29E-20  3.25E-20  1.04E-20
3061.27   4.39E-20  3.32E-20  1.06E-20
3062.27   3.72E-20  2.82E-20  9.04E-21
3063.27   2.96E-20  2.24E-20  7.20E-21
3064.27   2.83E-20  2.14E-20  6.89E-21
3065.27   2.73E-20  2.06E-20  6.66E-21
3066.27   2.49E-20  1.88E-20  6.09E-21
3067.27   2.46E-20  1.86E-20  6.04E-21
3068.27   2.00E-20  1.51E-20  4.90E-21
3069.27   1.71E-20  1.29E-20  4.19E-21
3070.28   1.46E-20  1.10E-20  3.60E-21
3071.28   1.37E-20  1.03E-20  3.38E-21
3072.28   1.39E-20  1.05E-20  3.44E-21
3073.28   1.27E-20  9.57E-21  3.15E-21
3074.28   1.10E-20  8.27E-21  2.73E-21
3075.28   1.18E-20  8.85E-21  2.93E-21
3076.28   8.45E-21  6.35E-21  2.11E-21
3077.28   7.66E-21  5.75E-21  1.91E-21
3078.28   8.18E-21  6.13E-21  2.05E-21
3079.28   7.58E-21  5.68E-21  1.90E-21
3080.28   7.32E-21  5.48E-21  1.84E-21
3081.28   9.68E-21  7.24E-21  2.44E-21
3082.28   2.94E-20  2.20E-20  7.42E-21
3083.28   2.41E-20  1.80E-20  6.10E-21
3084.28   2.95E-20  2.20E-20  7.46E-21
3085.28   3.54E-20  2.64E-20  8.97E-21
3086.28   3.69E-20  2.75E-20  9.37E-21
3087.28   2.80E-20  2.09E-20  7.14E-21
3088.28   2.77E-20  2.07E-20  7.08E-21
3089.28   3.81E-20  2.83E-20  9.74E-21
3090.28   4.04E-20  3.00E-20  1.03E-20
3091.28   2.96E-20  2.20E-20  7.61E-21
3092.28   3.05E-20  2.26E-20  7.85E-21
3093.28   3.49E-20  2.59E-20  9.03E-21
3094.28   2.75E-20  2.04E-20  7.13E-21
3095.28   2.99E-20  2.22E-20  7.77E-21
3096.28   2.66E-20  1.97E-20  6.94E-21
3097.28   2.46E-20  1.82E-20  6.43E-21
3098.28   1.93E-20  1.43E-20  5.06E-21
3099.28   1.72E-20  1.27E-20  4.50E-21
3100.28   1.52E-20  1.12E-20  4.00E-21
3101.28   1.58E-20  1.16E-20  4.17E-21
3102.28   1.25E-20  9.20E-21  3.31E-21
3103.28   1.14E-20  8.35E-21  3.02E-21
3104.28   8.80E-21  6.45E-21  2.34E-21
3105.28   7.09E-21  5.20E-21  1.89E-21
3106.28   7.08E-21  5.18E-21  1.90E-21
3107.28   5.41E-21  3.95E-21  1.45E-21
3108.28   4.97E-21  3.63E-21  1.34E-21
3109.28   4.27E-21  3.11E-21  1.15E-21
3110.28   3.77E-21  2.74E-21  1.02E-21
3111.28   3.41E-21  2.48E-21  9.28E-22
3112.28   3.03E-21  2.20E-21  8.26E-22
3113.28   2.96E-21  2.15E-21  8.12E-22
3114.28   3.51E-21  2.54E-21  9.64E-22
3115.28   4.60E-21  3.33E-21  1.27E-21
3116.28   6.38E-21  4.61E-21  1.76E-21
3117.28   6.37E-21  4.60E-21  1.77E-21
3118.28   9.06E-21  6.54E-21  2.52E-21
3119.28   1.14E-20  8.19E-21  3.18E-21
3120.28   1.58E-20  1.14E-20  4.43E-21
3121.28   1.45E-20  1.04E-20  4.09E-21
3122.28   1.59E-20  1.14E-20  4.48E-21
3123.28   1.46E-20  1.05E-20  4.14E-21
3124.28   1.38E-20  9.86E-21  3.92E-21
3125.28   1.21E-20  8.64E-21  3.46E-21
3126.28   1.28E-20  9.10E-21  3.66E-21
3127.28   1.11E-20  7.88E-21  3.19E-21
3128.28   9.09E-21  6.46E-21  2.63E-21
3129.28   9.25E-21  6.57E-21  2.68E-21
3130.28   7.19E-21  5.10E-21  2.09E-21
3131.28   6.44E-21  4.56E-21  1.88E-21
3132.28   5.89E-21  4.16E-21  1.73E-21
3133.28   6.06E-21  4.27E-21  1.78E-21
3134.28   1.10E-20  7.73E-21  3.25E-21
3135.28   1.53E-20  1.08E-20  4.54E-21
3136.28   2.99E-20  2.10E-20  8.91E-21
3137.28   2.38E-20  1.67E-20  7.11E-21
3138.29   5.44E-20  3.81E-20  1.63E-20
3139.29   6.00E-20  4.19E-20  1.81E-20
3140.29   7.43E-20  5.18E-20  2.25E-20
3141.29   5.82E-20  4.05E-20  1.77E-20
3142.29   7.53E-20  5.24E-20  2.30E-20
3143.29   9.74E-20  6.76E-20  2.98E-20
3144.29   7.75E-20  5.36E-20  2.38E-20
3145.29   7.19E-20  4.97E-20  2.22E-20
3146.29   6.82E-20  4.70E-20  2.11E-20
3147.29   6.13E-20  4.22E-20  1.91E-20
3148.29   6.49E-20  4.46E-20  2.03E-20
3149.29   6.12E-20  4.20E-20  1.92E-20
3150.29   5.22E-20  3.58E-20  1.65E-20
3151.29   5.33E-20  3.64E-20  1.69E-20
3152.29   4.19E-20  2.86E-20  1.33E-20
3153.29   4.74E-20  3.23E-20  1.52E-20
3154.29   4.50E-20  3.05E-20  1.44E-20
3155.29   3.62E-20  2.45E-20  1.17E-20
3156.29   3.10E-20  2.10E-20  1.00E-20
3157.29   2.95E-20  1.99E-20  9.59E-21
3158.29   3.27E-20  2.20E-20  1.07E-20
3159.29   2.53E-20  1.70E-20  8.28E-21
3160.29   2.20E-20  1.47E-20  7.23E-21
3161.29   1.96E-20  1.31E-20  6.50E-21
3162.29   1.84E-20  1.23E-20  6.11E-21
3163.29   1.59E-20  1.06E-20  5.30E-21
3164.29   1.72E-20  1.14E-20  5.76E-21
3165.29   4.17E-20  2.76E-20  1.40E-20
3166.29   3.90E-20  2.58E-20  1.32E-20
3167.29   5.56E-20  3.67E-20  1.89E-20
3168.29   5.82E-20  3.83E-20  1.99E-20
3169.29   6.68E-20  4.39E-20  2.29E-20
3170.29   9.22E-20  6.04E-20  3.18E-20
3171.29   6.43E-20  4.21E-20  2.23E-20
3172.29   5.63E-20  3.67E-20  1.96E-20
3173.29   4.97E-20  3.23E-20  1.74E-20
3174.29   5.11E-20  3.32E-20  1.80E-20
3175.29   4.43E-20  2.87E-20  1.56E-20
3176.29   5.05E-20  3.26E-20  1.79E-20
3177.29   3.92E-20  2.52E-20  1.40E-20
3178.29   3.42E-20  2.19E-20  1.22E-20
3179.29   2.78E-20  1.78E-20  9.99E-21
3180.29   3.12E-20  1.99E-20  1.13E-20
3181.29   2.85E-20  1.81E-20  1.03E-20
3182.29   2.45E-20  1.56E-20  8.96E-21
3183.29   2.14E-20  1.36E-20  7.85E-21
3184.29   1.77E-20  1.12E-20  6.52E-21
3185.29   1.50E-20  9.45E-21  5.55E-21
3186.29   1.32E-20  8.29E-21  4.90E-21
3187.29   1.09E-20  6.81E-21  4.06E-21
3188.29   1.30E-20  8.14E-21  4.88E-21
3189.29   8.86E-21  5.52E-21  3.34E-21
3190.29   8.06E-21  5.01E-21  3.05E-21
3191.29   8.89E-21  5.51E-21  3.38E-21
3192.29   5.58E-21  3.45E-21  2.13E-21
3193.29   5.88E-21  3.62E-21  2.26E-21
3194.29   5.52E-21  3.39E-21  2.13E-21
3195.29   4.65E-21  2.84E-21  1.80E-21
3196.29   5.08E-21  3.10E-21  1.98E-21
3197.29   4.57E-21  2.78E-21  1.79E-21
3198.29   7.58E-21  4.59E-21  2.98E-21
3199.29   1.78E-20  1.08E-20  7.04E-21
3200.29   1.51E-20  9.12E-21  6.02E-21
3201.29   1.45E-20  8.69E-21  5.78E-21
3202.29   2.31E-20  1.38E-20  9.27E-21
3203.29   1.28E-20  7.61E-21  5.15E-21
3204.29   1.47E-20  8.75E-21  5.97E-21
3205.29   2.40E-20  1.42E-20  9.80E-21
3206.30   1.72E-20  1.02E-20  7.05E-21
3207.30   1.51E-20  8.87E-21  6.20E-21
3208.30   1.37E-20  8.01E-21  5.65E-21
3209.30   1.56E-20  9.14E-21  6.50E-21
3210.30   1.85E-20  1.08E-20  7.73E-21
3211.30   1.51E-20  8.73E-21  6.32E-21
3212.30   1.67E-20  9.67E-21  7.06E-21
3213.30   1.35E-20  7.76E-21  5.72E-21
3214.30   1.33E-20  7.64E-21  5.68E-21
3215.30   1.19E-20  6.82E-21  5.12E-21
3216.30   1.13E-20  6.44E-21  4.88E-21
3217.30   7.70E-21  4.36E-21  3.33E-21
3218.30   8.64E-21  4.88E-21  3.76E-21
3219.30   8.85E-21  4.98E-21  3.87E-21
3220.30   6.01E-21  3.37E-21  2.64E-21
3221.30   5.69E-21  3.18E-21  2.52E-21
3222.30   5.34E-21  2.97E-21  2.37E-21
3223.30   4.22E-21  2.33E-21  1.88E-21
3224.30   4.60E-21  2.54E-21  2.06E-21
3225.30   3.08E-21  1.69E-21  1.39E-21
3226.30   3.23E-21  1.77E-21  1.46E-21
3227.30   2.63E-21  1.44E-21  1.20E-21
3228.30   2.49E-21  1.35E-21  1.14E-21
3229.30   2.46E-21  1.33E-21  1.13E-21
3230.30   2.71E-21  1.46E-21  1.25E-21
3231.30   2.66E-21  1.43E-21  1.24E-21
3232.30   3.49E-21  1.86E-21  1.63E-21
3233.30   6.96E-21  3.69E-21  3.26E-21
3234.30   6.37E-21  3.37E-21  3.00E-21
3235.30   1.45E-20  7.64E-21  6.88E-21
3236.30   7.24E-21  3.79E-21  3.44E-21
3237.30   7.33E-21  3.82E-21  3.51E-21
3238.30   7.44E-21  3.86E-21  3.58E-21
3239.30   9.83E-21  5.08E-21  4.75E-21
3240.30   9.71E-21  4.99E-21  4.72E-21
3241.30   8.68E-21  4.44E-21  4.24E-21
3242.30   7.31E-21  3.72E-21  3.59E-21
3243.30   7.19E-21  3.64E-21  3.55E-21
3244.30   7.81E-21  3.93E-21  3.87E-21
3245.30   6.49E-21  3.25E-21  3.24E-21
3246.30   6.04E-21  3.01E-21  3.03E-21
3247.30   6.59E-21  3.27E-21  3.32E-21
3248.30   5.56E-21  2.74E-21  2.82E-21
3249.30   6.29E-21  3.09E-21  3.20E-21
3250.30   8.22E-21  4.02E-21  4.21E-21
3251.30   1.47E-20  7.14E-21  7.56E-21
3252.30   1.66E-20  8.03E-21  8.59E-21
3253.30   2.24E-20  1.08E-20  1.16E-20
3254.30   2.44E-20  1.16E-20  1.27E-20
3255.30   4.12E-20  1.96E-20  2.16E-20
3256.30   6.95E-20  3.29E-20  3.67E-20
3257.30   7.85E-20  3.69E-20  4.16E-20
3258.30   5.21E-20  2.44E-20  2.78E-20
3259.30   8.16E-20  3.79E-20  4.37E-20
3260.30   7.37E-20  3.40E-20  3.96E-20
3261.30   7.59E-20  3.49E-20  4.10E-20
3262.30   7.26E-20  3.32E-20  3.95E-20
3263.30   6.48E-20  2.94E-20  3.54E-20
3264.30   5.70E-20  2.57E-20  3.13E-20
3265.30   6.51E-20  2.92E-20  3.59E-20
3266.30   7.37E-20  3.28E-20  4.09E-20
3267.30   4.77E-20  2.11E-20  2.66E-20
3268.30   4.85E-20  2.13E-20  2.72E-20
3269.30   3.62E-20  1.58E-20  2.04E-20
3270.30   4.41E-20  1.91E-20  2.49E-20
3271.30   5.04E-20  2.17E-20  2.87E-20
3272.30   3.31E-20  1.42E-20  1.89E-20
3273.30   2.67E-20  1.14E-20  1.54E-20
3274.31   2.24E-20  9.45E-21  1.29E-20
3275.31   2.05E-20  8.59E-21  1.19E-20
3276.31   1.73E-20  7.19E-21  1.01E-20
3277.31   2.08E-20  8.60E-21  1.22E-20
3278.31   1.03E-20  4.23E-21  6.07E-21
3279.31   9.58E-21  3.91E-21  5.67E-21
3280.31   7.88E-21  3.19E-21  4.69E-21
3281.31   9.00E-21  3.62E-21  5.38E-21
3282.31   5.95E-21  2.37E-21  3.58E-21
3283.31   5.74E-21  2.27E-21  3.47E-21
3284.31   5.47E-21  2.15E-21  3.32E-21
3285.31   4.32E-21  1.68E-21  2.64E-21
3286.31   4.41E-21  1.71E-21  2.71E-21
3287.31   7.08E-21  2.72E-21  4.37E-21
3288.31   2.24E-20  8.50E-21  1.39E-20
3289.31   1.97E-20  7.45E-21  1.23E-20
3290.31   2.85E-20  1.07E-20  1.79E-20
3291.31   3.61E-20  1.34E-20  2.27E-20
3292.31   4.44E-20  1.63E-20  2.81E-20
3293.31   4.68E-20  1.71E-20  2.98E-20
3294.31   5.59E-20  2.02E-20  3.57E-20
3295.31   4.68E-20  1.67E-20  3.00E-20
3296.31   4.45E-20  1.58E-20  2.87E-20
3297.31   4.09E-20  1.44E-20  2.65E-20
3298.31   4.13E-20  1.44E-20  2.69E-20
3299.31   4.03E-20  1.39E-20  2.64E-20
3300.31   3.77E-20  1.29E-20  2.48E-20
3301.31   4.14E-20  1.40E-20  2.74E-20
3302.31   3.04E-20  1.02E-20  2.02E-20
3303.31   2.60E-20  8.62E-21  1.73E-20
3304.31   2.08E-20  6.85E-21  1.40E-20
3305.31   2.72E-20  8.84E-21  1.83E-20
3306.31   2.28E-20  7.35E-21  1.55E-20
3307.31   1.82E-20  5.81E-21  1.24E-20
3308.31   1.73E-20  5.46E-21  1.18E-20
3309.31   1.26E-20  3.92E-21  8.63E-21
3310.31   1.32E-20  4.07E-21  9.11E-21
3311.31   9.98E-21  3.05E-21  6.92E-21
3312.31   1.01E-20  3.05E-21  7.03E-21
3313.31   1.03E-20  3.07E-21  7.16E-21
3314.31   8.00E-21  2.36E-21  5.60E-21
3315.31   5.92E-21  1.73E-21  4.16E-21
3316.31   5.84E-21  1.68E-21  4.12E-21
3317.31   3.96E-21  1.13E-21  2.80E-21
3318.31   3.59E-21  1.01E-21  2.55E-21
3319.31   3.56E-21  9.91E-22  2.54E-21
3320.31   3.00E-21  8.26E-22  2.15E-21
3321.31   2.62E-21  7.10E-22  1.87E-21
3322.31   2.01E-21  5.39E-22  1.44E-21
3323.31   1.87E-21  4.94E-22  1.34E-21
3324.31   2.11E-21  5.51E-22  1.52E-21
3325.31   1.77E-21  4.55E-22  1.28E-21
3326.31   5.22E-21  1.32E-21  3.78E-21
3327.31   2.73E-21  6.81E-22  1.98E-21
3328.31   2.28E-21  5.62E-22  1.66E-21
3329.31   2.14E-21  5.19E-22  1.56E-21
3330.31   1.78E-21  4.24E-22  1.30E-21
3331.31   1.60E-21  3.76E-22  1.17E-21
3332.31   1.49E-21  3.46E-22  1.09E-21
3333.31   1.34E-21  3.05E-22  9.82E-22
3334.31   1.63E-21  3.66E-22  1.20E-21
3335.31   1.17E-21  2.59E-22  8.61E-22
3336.31   1.01E-21  2.18E-22  7.40E-22
3337.31   9.47E-22  2.02E-22  6.96E-22
3338.31   9.50E-22  1.99E-22  6.99E-22
3339.31   7.99E-22  1.64E-22  5.89E-22
3340.31   1.79E-21  3.61E-22  1.32E-21
3341.31   2.98E-21  5.91E-22  2.20E-21
3342.32   2.30E-21  4.46E-22  1.69E-21
3343.32   1.92E-21  3.66E-22  1.42E-21
3344.32   2.11E-21  3.95E-22  1.56E-21
3345.32   1.82E-21  3.33E-22  1.34E-21
3346.32   1.39E-21  2.49E-22  1.02E-21
3347.32   1.29E-21  2.25E-22  9.46E-22
3348.32   1.15E-21  1.97E-22  8.46E-22
3349.32   8.62E-22  1.45E-22  6.34E-22
3350.32   8.95E-22  1.47E-22  6.58E-22
3351.32   8.09E-22  1.29E-22  5.93E-22
3352.32   6.14E-22  9.58E-23  4.50E-22
3353.32   5.15E-22  7.83E-23  3.77E-22
3354.32   5.15E-22  7.63E-23  3.76E-22
3355.32   4.81E-22  6.94E-23  3.51E-22
3356.32   4.25E-22  5.97E-23  3.10E-22
3357.32   3.41E-22  4.65E-23  2.48E-22
3358.32   6.16E-22  8.17E-23  4.47E-22
3359.32   1.07E-21  1.38E-22  7.79E-22
3360.32   9.40E-22  1.17E-22  6.80E-22
3361.32   2.98E-21  3.59E-22  2.15E-21
3362.32   1.66E-21  1.93E-22  1.19E-21
3363.32   1.47E-21  1.65E-22  1.05E-21
3364.32   2.50E-21  2.71E-22  1.79E-21
3365.32   3.50E-21  3.64E-22  2.50E-21
3366.32   2.65E-21  2.66E-22  1.89E-21
3367.32   3.54E-21  3.40E-22  2.52E-21
3368.32   4.92E-21  4.52E-22  3.49E-21
3369.32   3.97E-21  3.48E-22  2.80E-21
3370.32   5.32E-21  4.45E-22  3.74E-21
3371.32   4.13E-21  3.28E-22  2.90E-21
3372.32   3.56E-21  2.68E-22  2.50E-21
3373.32   3.45E-21  2.45E-22  2.41E-21
3374.32   3.25E-21  2.17E-22  2.27E-21
3375.32   3.54E-21  2.22E-22  2.46E-21
3376.32   3.88E-21  2.27E-22  2.69E-21
3377.32   6.05E-21  3.28E-22  4.18E-21
3378.32   8.84E-21  4.43E-22  6.10E-21
3379.32   1.12E-20  5.15E-22  7.73E-21
3380.32   2.29E-20  9.52E-22  1.57E-20
3381.32   1.64E-20  6.11E-22  1.12E-20
3382.32   1.83E-20  6.04E-22  1.25E-20
3383.32   3.74E-20  1.07E-21  2.54E-20
3384.32   4.56E-20  1.11E-21  3.09E-20
3385.32   3.77E-20  7.59E-22  2.55E-20
3386.32   6.36E-20  1.01E-21  4.28E-20
3387.32   5.25E-20  6.04E-22  3.52E-20
3388.32   5.28E-20  3.81E-22  3.53E-20
3389.32   1.04E-19  3.02E-22  6.91E-20
3390.32   5.73E-20  0.00E+00  3.81E-20
3391.32   6.11E-20  0.00E+00  4.04E-20
3392.32   4.15E-20  0.00E+00  2.74E-20
3393.32   5.55E-20  0.00E+00  3.65E-20
3394.32   3.67E-20  0.00E+00  2.41E-20
3395.32   5.73E-20  0.00E+00  3.75E-20
3396.32   3.49E-20  0.00E+00  2.28E-20
3397.32   3.84E-20  0.00E+00  2.50E-20
3398.32   3.84E-20  0.00E+00  2.49E-20
3399.32   2.93E-20  0.00E+00  1.89E-20
3400.32   3.11E-20  0.00E+00  2.00E-20
3401.32   2.48E-20  0.00E+00  1.59E-20
3402.32   2.44E-20  0.00E+00  1.56E-20
3403.32   2.15E-20  0.00E+00  1.37E-20
3404.32   1.83E-20  0.00E+00  1.16E-20
3405.32   1.86E-20  0.00E+00  1.17E-20
3406.32   1.62E-20  0.00E+00  1.02E-20
3407.32   1.34E-20  0.00E+00  8.40E-21
3408.32   1.25E-20  0.00E+00  7.81E-21
3409.32   8.56E-21  0.00E+00  5.32E-21
3410.33   1.02E-20  0.00E+00  6.34E-21
3411.33   6.88E-21  0.00E+00  4.24E-21
3412.33   5.64E-21  0.00E+00  3.46E-21
3413.33   5.05E-21  0.00E+00  3.08E-21
3414.33   4.09E-21  0.00E+00  2.48E-21
3415.33   3.32E-21  0.00E+00  2.01E-21
3416.33   2.94E-21  0.00E+00  1.77E-21
3417.33   2.85E-21  0.00E+00  1.70E-21
3418.33   2.84E-21  0.00E+00  1.69E-21
3419.33   2.65E-21  0.00E+00  1.57E-21
3420.33   2.86E-21  0.00E+00  1.69E-21
3421.33   4.25E-21  0.00E+00  2.49E-21
3422.33   7.97E-21  0.00E+00  4.65E-21
3423.33   7.14E-21  0.00E+00  4.14E-21
3424.33   6.43E-21  0.00E+00  3.71E-21
3425.33   1.27E-20  0.00E+00  7.27E-21
3426.33   1.66E-20  0.00E+00  9.49E-21
3427.33   2.72E-20  0.00E+00  1.55E-20
3428.33   1.46E-20  0.00E+00  8.24E-21
3429.33   1.87E-20  0.00E+00  1.05E-20
3430.33   2.54E-20  0.00E+00  1.42E-20
3431.33   2.35E-20  0.00E+00  1.31E-20
3432.33   2.06E-20  0.00E+00  1.14E-20
3433.33   1.95E-20  0.00E+00  1.07E-20
3434.33   1.88E-20  0.00E+00  1.03E-20
3435.33   1.99E-20  0.00E+00  1.08E-20
3436.33   1.47E-20  0.00E+00  7.93E-21
3437.33   1.78E-20  0.00E+00  9.58E-21
3438.33   1.69E-20  0.00E+00  9.04E-21
3439.33   1.04E-20  0.00E+00  5.54E-21
3440.33   1.23E-20  0.00E+00  6.52E-21
3441.33   9.95E-21  0.00E+00  5.24E-21
3442.33   8.21E-21  0.00E+00  4.30E-21
3443.33   1.14E-20  0.00E+00  5.94E-21
3444.33   1.01E-20  0.00E+00  5.25E-21
3445.33   7.70E-21  0.00E+00  3.98E-21
3446.33   6.54E-21  0.00E+00  3.36E-21
3447.33   5.42E-21  0.00E+00  2.77E-21
3448.33   5.68E-21  0.00E+00  2.89E-21
3449.33   5.45E-21  0.00E+00  2.76E-21
3450.33   3.74E-21  0.00E+00  1.89E-21
3451.33   3.42E-21  0.00E+00  1.72E-21
3452.33   2.81E-21  0.00E+00  1.40E-21
3453.33   2.63E-21  0.00E+00  1.31E-21
3454.33   2.47E-21  0.00E+00  1.22E-21
3455.33   2.11E-21  0.00E+00  1.04E-21
3456.33   1.50E-21  0.00E+00  7.35E-22
3457.33   1.38E-21  0.00E+00  6.69E-22
3458.33   1.22E-21  0.00E+00  5.91E-22
3459.33   1.13E-21  0.00E+00  5.46E-22
3460.33   1.10E-21  0.00E+00  5.28E-22
3461.33   1.08E-21  0.00E+00  5.13E-22
3462.33   9.39E-22  0.00E+00  4.44E-22
3463.33   7.73E-22  0.00E+00  3.63E-22
3464.33   7.76E-22  0.00E+00  3.62E-22
3465.33   6.79E-22  0.00E+00  3.15E-22
3466.33   6.62E-22  0.00E+00  3.05E-22
3467.33   5.12E-22  0.00E+00  2.35E-22
3468.33   4.72E-22  0.00E+00  2.15E-22
3469.33   4.63E-22  0.00E+00  2.09E-22
3470.33   3.99E-22  0.00E+00  1.79E-22
3471.33   3.79E-22  0.00E+00  1.69E-22
3472.33   2.95E-22  0.00E+00  1.31E-22
3473.33   3.13E-22  0.00E+00  1.38E-22
3474.33   2.51E-22  0.00E+00  1.10E-22
3475.33   3.23E-22  0.00E+00  1.41E-22
3476.33   2.69E-22  0.00E+00  1.17E-22
3477.33   3.10E-22  0.00E+00  1.34E-22
3478.34   9.37E-22  0.00E+00  4.02E-22
3479.34   1.41E-21  0.00E+00  6.03E-22
3480.34   1.05E-21  0.00E+00  4.46E-22
3481.34   8.80E-22  0.00E+00  3.71E-22
3482.34   9.02E-22  0.00E+00  3.78E-22
3483.34   7.46E-22  0.00E+00  3.11E-22
3484.34   7.47E-22  0.00E+00  3.09E-22
3485.34   5.68E-22  0.00E+00  2.34E-22
3486.34   4.95E-22  0.00E+00  2.03E-22
3487.34   5.20E-22  0.00E+00  2.12E-22
3488.34   3.40E-22  0.00E+00  1.37E-22
3489.34   3.35E-22  0.00E+00  1.35E-22
3490.34   3.67E-22  0.00E+00  1.47E-22
3491.34   2.78E-22  0.00E+00  1.10E-22
3492.34   4.02E-22  0.00E+00  1.58E-22
3493.34   3.27E-22  0.00E+00  1.28E-22
3494.34   2.93E-22  0.00E+00  1.14E-22
3495.34   4.30E-22  0.00E+00  1.66E-22
3496.34   3.88E-22  0.00E+00  1.49E-22
3497.34   3.29E-22  0.00E+00  1.26E-22
3498.34   2.69E-22  0.00E+00  1.02E-22
3499.34   2.92E-22  0.00E+00  1.10E-22
3500.34   2.83E-22  0.00E+00  1.06E-22
3501.34   3.71E-22  0.00E+00  1.38E-22
3502.34   3.93E-22  0.00E+00  1.45E-22
3503.34   4.70E-22  0.00E+00  1.72E-22
3504.34   4.76E-22  0.00E+00  1.73E-22
3505.34   6.33E-22  0.00E+00  2.29E-22
3506.34   6.40E-22  0.00E+00  2.30E-22
3507.34   6.52E-22  0.00E+00  2.33E-22
3508.34   9.54E-22  0.00E+00  3.38E-22
3509.34   8.68E-22  0.00E+00  3.05E-22
3510.34   9.52E-22  0.00E+00  3.32E-22
3511.34   1.01E-21  0.00E+00  3.48E-22
3512.34   1.06E-21  0.00E+00  3.65E-22
3513.34   1.13E-21  0.00E+00  3.83E-22
3514.34   1.06E-21  0.00E+00  3.57E-22
3515.34   1.12E-21  0.00E+00  3.76E-22
3516.34   1.35E-21  0.00E+00  4.45E-22
3517.34   2.29E-21  0.00E+00  7.52E-22
3518.34   2.21E-21  0.00E+00  7.19E-22
3519.34   3.63E-21  0.00E+00  1.17E-21
3520.34   3.58E-21  0.00E+00  1.14E-21
3521.34   1.04E-20  0.00E+00  3.28E-21
3522.34   1.37E-20  0.00E+00  4.28E-21
3523.34   7.46E-21  0.00E+00  2.30E-21
3524.34   1.42E-20  0.00E+00  4.32E-21
3525.34   2.10E-20  0.00E+00  6.34E-21
3526.34   1.47E-20  0.00E+00  4.39E-21
3527.34   3.06E-20  0.00E+00  9.00E-21
3528.34   2.07E-20  0.00E+00  6.03E-21
3529.34   2.74E-20  0.00E+00  7.89E-21
3530.34   2.55E-20  0.00E+00  7.23E-21
3531.34   2.50E-20  0.00E+00  7.00E-21
3532.34   2.38E-20  0.00E+00  6.58E-21
3533.34   2.50E-20  0.00E+00  6.83E-21
3534.34   1.91E-20  0.00E+00  5.15E-21
3535.34   2.28E-20  0.00E+00  6.06E-21
3536.34   1.74E-20  0.00E+00  4.58E-21
3537.34   2.36E-20  0.00E+00  6.12E-21
3538.34   1.79E-20  0.00E+00  4.57E-21
3539.34   2.03E-20  0.00E+00  5.11E-21
3540.34   1.76E-20  0.00E+00  4.37E-21
3541.34   1.05E-20  0.00E+00  2.58E-21
3542.34   1.35E-20  0.00E+00  3.28E-21
3543.34   1.31E-20  0.00E+00  3.14E-21
3544.34   1.05E-20  0.00E+00  2.49E-21
3545.34   1.13E-20  0.00E+00  2.64E-21
3546.35   1.06E-20  0.00E+00  2.46E-21
3547.35   9.43E-21  0.00E+00  2.15E-21
3548.35   6.85E-21  0.00E+00  1.54E-21
3549.35   7.07E-21  0.00E+00  1.57E-21
3550.35   6.27E-21  0.00E+00  1.37E-21
3551.35   6.21E-21  0.00E+00  1.34E-21
3552.35   5.27E-21  0.00E+00  1.12E-21
3553.35   4.82E-21  0.00E+00  1.01E-21
3554.35   3.51E-21  0.00E+00  7.26E-22
3555.35   2.63E-21  0.00E+00  5.35E-22
3556.35   2.88E-21  0.00E+00  5.79E-22
3557.35   2.26E-21  0.00E+00  4.48E-22
3558.35   1.95E-21  0.00E+00  3.80E-22
3559.35   1.30E-21  0.00E+00  2.50E-22
3560.35   1.15E-21  0.00E+00  2.17E-22
3561.35   9.82E-22  0.00E+00  1.83E-22
3562.35   8.04E-22  0.00E+00  1.47E-22
3563.35   6.76E-22  0.00E+00  1.22E-22
3564.35   6.22E-22  0.00E+00  1.10E-22
3565.35   5.67E-22  0.00E+00  9.87E-23
3566.35   4.87E-22  0.00E+00  8.32E-23
3567.35   4.05E-22  0.00E+00  6.80E-23
3568.35   3.46E-22  0.00E+00  5.70E-23
3569.35   3.46E-22  0.00E+00  5.60E-23
3570.35   3.03E-22  0.00E+00  4.82E-23
3571.35   2.58E-22  0.00E+00  4.02E-23
3572.35   2.87E-22  0.00E+00  4.39E-23
3573.35   2.61E-22  0.00E+00  3.91E-23
3574.35   2.38E-22  0.00E+00  3.50E-23
3575.35   2.18E-22  0.00E+00  3.14E-23
3576.35   2.09E-22  0.00E+00  2.95E-23
3577.35   1.99E-22  0.00E+00  2.74E-23
3578.35   1.94E-22  0.00E+00  2.61E-23
3579.35   2.25E-22  0.00E+00  2.97E-23
3580.35   2.24E-22  0.00E+00  2.89E-23
3581.35   1.63E-22  0.00E+00  2.04E-23
